Date,Country,Confirmed,Recovered,Deaths
2020-04-03,Angola,8,1,2
2020-04-03,Antigua and Barbuda,15,0,0
2020-04-03,Argentina,1265,266,39
2020-04-03,Armenia,736,43,7
2020-04-03,Australia,5330,649,28
2020-04-03,Austria,11524,2022,168
2020-04-03,Azerbaijan,443,32,5
2020-04-03,Bahamas,24,1,1
2020-04-03,Bahrain,672,382,4
2020-04-03,Bangladesh,61,26,6
2020-04-03,Barbados,51,0,0
2020-04-03,Belarus,351,53,4
2020-04-03,Belgium,16770,2872,1143
2020-04-03,Belize,4,0,0
2020-04-03,Benin,16,2,0
2020-04-03,Bhutan,5,2,0
2020-04-03,Bolivia,132,1,9
2020-04-03,Bosnia and Herzegovina,579,27,17
2020-04-03,Botswana,4,0,1
2020-04-03,Brazil,9056,127,359
2020-04-03,Brunei,134,65,1
2020-04-03,Bulgaria,485,30,14
2020-04-03,Burkina Faso,302,50,16
2020-04-03,Burma,20,0,1
2020-04-03,Burundi,3,0,0
2020-04-03,Cabo Verde,6,0,1
2020-04-03,Cambodia,114,35,0
2020-04-03,Cameroon,509,17,8
2020-04-03,Canada,12437,2175,179
2020-04-03,Central African Republic,8,0,0
2020-04-03,Chad,8,0,0
2020-04-03,Chile,3737,427,22
2020-04-03,China,82511,76760,3326
2020-04-03,Colombia,1267,55,25
2020-04-03,Congo (Brazzaville),22,2,2
2020-04-03,Congo (Kinshasa),134,3,13
2020-04-03,Costa Rica,416,11,2
2020-04-03,Cote d'Ivoire,218,19,1
2020-04-03,Croatia,1079,92,8
2020-04-03,Cuba,269,15,6
2020-04-03,Cyprus,396,28,11
2020-04-03,Czechia,4091,72,53
2020-04-03,Denmark,3946,1287,139
2020-04-03,Diamond Princess,712,619,11
2020-04-03,Djibouti,49,8,0
2020-04-03,Dominica,12,0,0
2020-04-03,Dominican Republic,1488,16,68
2020-04-03,Ecuador,3368,65,145
2020-04-03,Egypt,985,216,66
2020-04-03,El Salvador,46,0,2
2020-04-03,Equatorial Guinea,16,1,0
2020-04-03,Eritrea,22,0,0
2020-04-03,Estonia,961,48,12
2020-04-03,Eswatini,9,0,0
2020-04-03,Ethiopia,35,3,0
2020-04-03,Fiji,7,0,0
2020-04-03,Finland,1615,300,20
2020-04-03,France,65202,14135,6520
2020-04-03,Gabon,21,1,1
2020-04-03,Gambia,4,2,1
2020-04-03,Georgia,155,28,0
2020-04-03,Germany,91159,24575,1275
2020-04-03,Ghana,205,31,5
2020-04-03,Greece,1613,78,63
2020-04-03,Grenada,12,0,0
2020-04-03,Guatemala,50,12,1
2020-04-03,Guinea,73,2,0
2020-04-03,Guinea-Bissau,15,0,0
2020-04-03,Guyana,23,0,4
2020-04-03,Haiti,18,1,0
2020-04-03,Holy See,7,0,0
2020-04-03,Honduras,222,3,15
2020-04-03,Hungary,623,43,26
2020-04-03,Iceland,1364,309,4
2020-04-03,India,2567,192,72
2020-04-03,Indonesia,1986,134,181
2020-04-03,Iran,53183,17935,3294
2020-04-03,Iraq,820,226,54
2020-04-03,Ireland,4273,5,120
2020-04-03,Israel,7428,403,40
2020-04-03,Italy,119827,19758,14681
2020-04-03,Jamaica,47,2,3
2020-04-03,Japan,2617,514,63
2020-04-03,Jordan,310,58,5
2020-04-03,Kazakhstan,464,29,6
2020-04-03,Kenya,122,4,4
2020-04-03,"Korea, South",10062,6021,174
2020-04-03,Kosovo,126,10,1
2020-04-03,Kuwait,417,82,0
2020-04-03,Kyrgyzstan,130,6,1
2020-04-03,Laos,10,0,0
2020-04-03,Latvia,493,1,1
2020-04-03,Lebanon,508,50,17
2020-04-03,Liberia,7,0,0
2020-04-03,Libya,11,0,1
2020-04-03,Liechtenstein,75,0,0
2020-04-03,Lithuania,696,7,9
2020-04-03,Luxembourg,2612,500,31
2020-04-03,MS Zaandam,9,0,2
2020-04-03,Madagascar,70,0,0
2020-04-03,Malawi,3,0,0
2020-04-03,Malaysia,3333,827,53
2020-04-03,Maldives,19,13,0
2020-04-03,Mali,39,0,3
2020-04-03,Malta,202,2,0
2020-04-03,Mauritania,6,2,1
2020-04-03,Mauritius,186,0,7
2020-04-03,Mexico,1510,633,50
2020-04-03,Moldova,591,26,8
2020-04-03,Monaco,64,3,1
2020-04-03,Mongolia,14,2,0
2020-04-03,Montenegro,174,1,2
2020-04-03,Morocco,791,57,48
2020-04-03,Mozambique,10,0,0
2020-04-03,Namibia,14,3,0
2020-04-03,Nepal,6,1,0
2020-04-03,Netherlands,15821,260,1490
2020-04-03,New Zealand,868,103,1
2020-04-03,Nicaragua,5,0,1
2020-04-03,Niger,120,0,5
2020-04-03,Nigeria,210,25,4
2020-04-03,North Macedonia,430,20,12
2020-04-03,Norway,5370,32,59
2020-04-03,Oman,252,57,1
2020-04-03,Pakistan,2686,126,40
2020-04-03,Panama,1475,10,37
2020-04-03,Papua New Guinea,1,0,0
2020-04-03,Paraguay,92,6,3
2020-04-03,Peru,1595,537,61
2020-04-03,Philippines,3018,52,136
2020-04-03,Poland,3383,56,71
2020-04-03,Portugal,9886,68,246
2020-04-03,Qatar,1075,93,3
2020-04-03,Romania,3183,283,133
2020-04-03,Russia,4149,281,34
2020-04-03,Rwanda,89,0,0
2020-04-03,Saint Kitts and Nevis,9,0,0
2020-04-03,Saint Lucia,13,1,0
2020-04-03,Saint Vincent and the Grenadines,3,1,0
2020-04-03,San Marino,245,21,30
2020-04-03,Sao Tome and Principe,0,0,0
2020-04-03,Saudi Arabia,2039,351,25
2020-04-03,Senegal,207,66,1
2020-04-03,Serbia,1476,0,39
2020-04-03,Seychelles,10,0,0
2020-04-03,Sierra Leone,2,0,0
2020-04-03,Singapore,1114,282,5
2020-04-03,Slovakia,450,10,1
2020-04-03,Slovenia,934,70,20
2020-04-03,Somalia,7,1,0
2020-04-03,South Africa,1505,95,9
2020-04-03,South Sudan,0,0,0
2020-04-03,Spain,119199,30513,11198
2020-04-03,Sri Lanka,159,24,4
2020-04-03,Sudan,10,2,2
2020-04-03,Suriname,10,0,1
2020-04-03,Sweden,6131,205,358
2020-04-03,Switzerland,19606,4846,591
2020-04-03,Syria,16,0,2
2020-04-03,Taiwan*,348,50,5
2020-04-03,Tanzania,20,3,1
2020-04-03,Thailand,1978,612,19
2020-04-03,Timor-Leste,1,0,0
2020-04-03,Togo,40,17,3
2020-04-03,Trinidad and Tobago,98,1,6
2020-04-03,Tunisia,495,5,18
2020-04-03,Turkey,20921,484,425
2020-04-03,US,275586,9707,7087
2020-04-03,Uganda,48,0,0
2020-04-03,Ukraine,1072,22,27
2020-04-03,United Arab Emirates,1264,108,9
2020-04-03,United Kingdom,38689,208,3611
2020-04-03,Uruguay,369,68,4
2020-04-03,Uzbekistan,227,25,2
2020-04-03,Venezuela,153,52,7
2020-04-03,Vietnam,237,85,0
2020-04-03,West Bank and Gaza,194,21,1
2020-04-03,Western Sahara,0,0,0
2020-04-03,Yemen,0,0,0
2020-04-03,Zambia,39,2,1
2020-04-03,Zimbabwe,9,0,1
2020-04-04,Afghanistan,299,10,7
2020-04-04,Albania,333,99,20
2020-04-04,Algeria,1251,90,130
2020-04-04,Andorra,466,21,17
2020-04-04,Angola,10,2,2
2020-04-04,Antigua and Barbuda,15,0,0
2020-04-04,Argentina,1451,279,43
2020-04-04,Armenia,770,43,7
2020-04-04,Australia,5550,701,30
2020-04-04,Austria,11781,2507,186
2020-04-04,Azerbaijan,521,32,5
2020-04-04,Bahamas,28,0,4
2020-04-04,Bahrain,688,423,4
2020-04-04,Bangladesh,70,30,8
2020-04-04,Barbados,52,0,0
2020-04-04,Belarus,440,53,5
2020-04-04,Belgium,18431,3247,1283
2020-04-04,Belize,4,0,0
2020-04-04,Benin,16,2,0
2020-04-04,Bhutan,5,2,0
2020-04-04,Bolivia,139,1,10
2020-04-04,Bosnia and Herzegovina,624,30,21
2020-04-04,Botswana,4,0,1
2020-04-04,Brazil,10360,127,445
2020-04-04,Brunei,135,66,1
2020-04-04,Bulgaria,503,34,17
2020-04-04,Burkina Faso,318,66,16
2020-04-04,Burma,21,0,1
2020-04-04,Burundi,3,0,0
2020-04-04,Cabo Verde,7,0,1
2020-04-04,Cambodia,114,50,0
2020-04-04,Cameroon,555,17,9
2020-04-04,Canada,12978,2577,218
2020-04-04,Central African Republic,8,0,0
2020-04-04,Chad,9,0,0
2020-04-04,Chile,4161,528,27
2020-04-04,China,82543,76946,3330
2020-04-04,Colombia,1406,85,32
2020-04-04,Congo (Brazzaville),22,2,2
2020-04-04,Congo (Kinshasa),154,3,18
2020-04-04,Costa Rica,435,13,2
2020-04-04,Cote d'Ivoire,245,25,1
2020-04-04,Croatia,1126,119,12
2020-04-04,Cuba,288,15,6
2020-04-04,Cyprus,426,33,11
2020-04-04,Czechia,4472,78,59
2020-04-04,Denmark,4269,1379,161
2020-04-04,Diamond Princess,712,619,11
2020-04-04,Djibouti,50,8,0
2020-04-04,Dominica,14,0,0
2020-04-04,Dominican Republic,1488,16,68
2020-04-04,Ecuador,3465,100,172
2020-04-04,Egypt,1070,241,71
2020-04-04,El Salvador,56,2,3
2020-04-04,Equatorial Guinea,16,1,0
2020-04-04,Eritrea,29,0,0
2020-04-04,Estonia,1039,59,13
2020-04-04,Eswatini,9,0,0
2020-04-04,Ethiopia,38,4,0
2020-04-04,Fiji,12,0,0
2020-04-04,Finland,1882,300,25
2020-04-04,France,90848,15572,7574
2020-04-04,Gabon,21,1,1
2020-04-04,Gambia,4,2,1
2020-04-04,Georgia,162,36,1
2020-04-04,Germany,96092,26400,1444
2020-04-04,Ghana,205,31,5
2020-04-04,Greece,1673,78,68
2020-04-04,Grenada,12,0,0
2020-04-04,Guatemala,61,15,2
2020-04-04,Guinea,111,5,0
2020-04-04,Guinea-Bissau,18,0,0
2020-04-04,Guyana,23,0,4
2020-04-04,Haiti,20,1,0
2020-04-04,Holy See,7,0,0
2020-04-04,Honduras,264,3,15
2020-04-04,Hungary,678,58,32
2020-04-04,Iceland,1417,396,4
2020-04-04,India,3082,229,86
2020-04-04,Indonesia,2092,150,191
2020-04-04,Iran,55743,19736,3452
2020-04-04,Iraq,878,259,56
2020-04-04,Ireland,4604,25,137
2020-04-04,Israel,7851,427,44
2020-04-04,Italy,124632,20996,15362
2020-04-04,Jamaica,53,7,3
2020-04-04,Japan,3139,514,77
2020-04-04,Jordan,323,74,5
2020-04-04,Kazakhstan,531,36,5
2020-04-04,Kenya,126,4,4
2020-04-04,"Korea, South",10156,6325,177
2020-04-04,Kosovo,135,16,1
2020-04-04,Kuwait,479,93,1
2020-04-04,Kyrgyzstan,144,9,1
2020-04-04,Laos,10,0,0
2020-04-04,Latvia,509,1,1
2020-04-04,Lebanon,520,54,17
2020-04-04,Liberia,10,3,1
2020-04-04,Libya,18,0,1
2020-04-04,Liechtenstein,77,0,1
2020-04-04,Lithuania,771,7,11
2020-04-04,Luxembourg,2729,500,31
2020-04-04,MS Zaandam,9,0,2
2020-04-04,Madagascar,70,0,0
2020-04-04,Malawi,4,0,0
2020-04-04,Malaysia,3483,915,57
2020-04-04,Maldives,19,13,0
2020-04-04,Mali,41,1,3
2020-04-04,Malta,213,2,0
2020-04-04,Mauritania,6,2,1
2020-04-04,Mauritius,196,7,7
2020-04-04,Mexico,1688,633,60
2020-04-04,Moldova,752,29,12
2020-04-04,Monaco,66,3,1
2020-04-04,Mongolia,14,2,0
2020-04-04,Montenegro,201,1,2
2020-04-04,Morocco,919,66,59
2020-04-04,Mozambique,10,1,0
2020-04-04,Namibia,14,3,0
2020-04-04,Nepal,9,1,0
2020-04-04,Netherlands,16727,262,1656
2020-04-04,New Zealand,950,127,1
2020-04-04,Nicaragua,5,0,1
2020-04-04,Niger,144,0,8
2020-04-04,Nigeria,214,25,4
2020-04-04,North Macedonia,483,20,17
2020-04-04,Norway,5550,32,62
2020-04-04,Oman,277,61,2
2020-04-04,Pakistan,2818,131,41
2020-04-04,Panama,1673,13,41
2020-04-04,Papua New Guinea,1,0,0
2020-04-04,Paraguay,96,12,3
2020-04-04,Peru,1746,914,73
2020-04-04,Philippines,3094,57,144
2020-04-04,Poland,3627,116,79
2020-04-04,Portugal,10524,75,266
2020-04-04,Qatar,1325,109,3
2020-04-04,Romania,3613,329,146
2020-04-04,Russia,4731,333,43
2020-04-04,Rwanda,102,0,0
2020-04-04,Saint Kitts and Nevis,9,0,0
2020-04-04,Saint Lucia,14,1,0
2020-04-04,Saint Vincent and the Grenadines,7,1,0
2020-04-04,San Marino,259,27,32
2020-04-04,Sao Tome and Principe,0,0,0
2020-04-04,Saudi Arabia,2179,420,29
2020-04-04,Senegal,219,72,2
2020-04-04,Serbia,1624,0,44
2020-04-04,Seychelles,10,0,0
2020-04-04,Sierra Leone,4,0,0
2020-04-04,Singapore,1189,297,6
2020-04-04,Slovakia,471,10,1
2020-04-04,Slovenia,977,79,22
2020-04-04,Somalia,7,1,0
2020-04-04,South Africa,1585,95,9
2020-04-04,South Sudan,0,0,0
2020-04-04,Spain,126168,34219,11947
2020-04-04,Sri Lanka,166,27,5
2020-04-04,Sudan,10,2,2
2020-04-04,Suriname,10,0,1
2020-04-04,Sweden,6443,205,373
2020-04-04,Switzerland,20505,6415,666
2020-04-04,Syria,16,2,2
2020-04-04,Taiwan*,355,50,5
2020-04-04,Tanzania,20,3,1
2020-04-04,Thailand,2067,674,20
2020-04-04,Timor-Leste,1,0,0
2020-04-04,Togo,41,17,3
2020-04-04,Trinidad and Tobago,103,1,6
2020-04-04,Tunisia,553,5,18
2020-04-04,Turkey,23934,786,501
2020-04-04,US,308853,14652,8407
2020-04-04,Uganda,48,0,0
2020-04-04,Ukraine,1225,25,32
2020-04-04,United Arab Emirates,1505,125,10
2020-04-04,United Kingdom,42477,215,4320
2020-04-04,Uruguay,400,93,5
2020-04-04,Uzbekistan,266,25,2
2020-04-04,Venezuela,155,52,7
2020-04-04,Vietnam,240,90,0
2020-04-04,West Bank and Gaza,217,21,1
2020-04-04,Western Sahara,0,0,0
2020-04-04,Yemen,0,0,0
2020-04-04,Zambia,39,2,1
2020-04-04,Zimbabwe,9,0,1
2020-04-05,Afghanistan,349,15,7
2020-04-05,Albania,361,104,20
2020-04-05,Algeria,1320,90,152
